# length                 R                      Z                      theta_geo              Phi                    T_e                    Te_float               Phi_float              Phi_error              Phi_Te_ratio           vparB_norm             vExB_norm              vflow_norm             partF_vpar             partF_ExB              
# time step #000500,  t_now =   1.411010E+02
  0.000000000000000E+00  1.584811933554487E+00 -1.180732063319997E+00  4.657315998656742E+00  1.429067541232118E+01  4.763558470773951E+00  4.763558470773951E+00  1.429067541232185E+01 -6.750155989720952E-13  2.999999999999858E+00  2.408353085958355E+03 -2.779033948837473E+02  2.130449691074607E+03  1.899557807132888E+21 -2.191927614177436E+20
  0.000000000000000E+00  1.584935445564508E+00 -1.180289761514735E+00  4.657400811945342E+00  1.452665025611595E+01  4.842216752038722E+00  4.842216752038722E+00  1.452665025611617E+01 -2.167155344068306E-13  2.999999999999955E+00  2.429111149254845E+03 -2.701430754238302E+02  2.158968073831015E+03  1.917857388711279E+21 -2.132862028029109E+20
  0.000000000000000E+00  1.585058957575296E+00 -1.179847459709688E+00  4.657485690438232E+00  1.475606918133843E+01  4.918689727112813E+00  4.918689727112813E+00  1.475606918133844E+01 -1.065814103640150E-14  2.999999999999998E+00  2.449188558425101E+03 -2.627205137624362E+02  2.186468044662665E+03  1.935725689744445E+21 -2.076421784526962E+20
  0.000000000000000E+00  1.585181285820662E+00 -1.179409397024325E+00  4.657569819779729E+00  1.497708474262191E+01  4.992361580873884E+00  4.992361580873884E+00  1.497708474262165E+01  2.575717417130363E-13  3.000000000000052E+00  2.468349214481806E+03 -2.556041854829226E+02  2.212745028998884E+03  1.952957237434277E+21 -2.022339630991653E+20
  0.000000000000000E+00  1.585303614066810E+00 -1.178971334339181E+00  4.657654013226247E+00  1.519208173995461E+01  5.064027246651252E+00  5.064027246651252E+00  1.519208173995376E+01  8.579803534303210E-13  3.000000000000169E+00  2.486734299003427E+03 -2.486454347990039E+02  2.238088864204424E+03  1.969683688547512E+21 -1.969461945941201E+20
  0.000000000000000E+00  1.585425942312959E+00 -1.178533271654038E+00  4.657738270849207E+00  1.540119548717406E+01  5.133731829057533E+00  5.133731829057533E+00  1.540119548717260E+01  1.456612608308205E-12  3.000000000000284E+00  2.504349476712316E+03 -2.418442984434934E+02  2.262505178268822E+03  1.985910419046611E+21 -1.917787898741911E+20
  0.000000000000000E+00  1.585548270558325E+00 -1.178095208968675E+00  4.657822592720137E+00  1.560456129811777E+01  5.201520432705346E+00  5.201520432705346E+00  1.560456129811604E+01  1.728395204736444E-12  3.000000000000332E+00  2.521200393655532E+03 -2.352008131491151E+02  2.285999580506417E+03  2.001642700518580E+21 -1.867316822497227E+20
  0.000000000000000E+00  1.585669131369340E+00 -1.177662401225242E+00  4.657905966244209E+00  1.579995475525882E+01  5.266651585085782E+00  5.266651585085782E+00  1.579995475525735E+01  1.470823463023407E-12  3.000000000000279E+00  2.537073882996597E+03 -2.287262233442130E+02  2.308347659652384E+03  2.016682017419548E+21 -1.818110480037527E+20
  0.000000000000000E+00  1.585789992180094E+00 -1.177229593481736E+00  4.657989402624949E+00  1.598990014549976E+01  5.329966715166290E+00  5.329966715166290E+00  1.598990014549887E+01  8.899547765395255E-13  3.000000000000167E+00  2.552149666463682E+03 -2.222999468940375E+02  2.329849719569644E+03  2.031199271998806E+21 -1.769235935611098E+20
  0.000000000000000E+00  1.585910852990849E+00 -1.176796785738230E+00  4.658072901932529E+00  1.617443899504317E+01  5.391479665014284E+00  5.391479665014284E+00  1.617443899504286E+01  3.161915174132446E-13  3.000000000000059E+00  2.566429980800962E+03 -2.159219950715926E+02  2.350507985729370E+03  2.045196369079145E+21 -1.720689376403425E+20
  0.000000000000000E+00  1.586031713801864E+00 -1.176363977994797E+00  4.658156464237226E+00  1.635361283009159E+01  5.451204276697177E+00  5.451204276697177E+00  1.635361283009154E+01  5.684341886080801E-14  3.000000000000011E+00  2.579917070946348E+03 -2.095923791497469E+02  2.370324691796601E+03  2.058675097007466E+21 -1.672466980963296E+20
