# length                 R                      Z                      theta_geo              Phi                    T_e                    Te_float               Phi_float              Phi_error              Phi_Te_ratio           vparB_norm             vExB_norm              vflow_norm             partF_vpar             partF_ExB              
# time step #000500,  t_now =   1.411010E+02
  0.000000000000000E+00  1.585789992180094E+00 -1.177229593481736E+00  4.657989402624949E+00  1.646502966007816E+01  5.488343220026125E+00  5.488343220026125E+00  1.646502966007838E+01 -2.238209617644316E-13  2.999999999999960E+00  2.379632369823125E+03 -2.202779608862062E+02  2.159354408936919E+03  1.942063279848712E+21 -1.797730374750488E+20
  0.000000000000000E+00  1.585910852990849E+00 -1.176796785738230E+00  4.658072901932529E+00  1.664810833763342E+01  5.549369445877844E+00  5.549369445877844E+00  1.664810833763353E+01 -1.101341240428155E-13  2.999999999999980E+00  2.400719866063952E+03 -2.144734901950497E+02  2.186246375868902E+03  1.961367880134037E+21 -1.752230323725771E+20
  0.000000000000000E+00  1.586031713801864E+00 -1.176363977994797E+00  4.658156464237226E+00  1.682629722036890E+01  5.608765740122986E+00  5.608765740122986E+00  1.682629722036896E+01 -6.039613253960852E-14  2.999999999999989E+00  2.421007192598826E+03 -2.086986912196527E+02  2.212308501379173E+03  1.980129083213537E+21 -1.706935648006204E+20
  0.000000000000000E+00  1.586150847753042E+00 -1.175937354207147E+00  4.658238894324665E+00  1.699717026975887E+01  5.665723423252954E+00  5.665723423252954E+00  1.699717026975886E+01  3.552713678800501E-15  3.000000000000000E+00  2.440238475454866E+03 -2.030029332591514E+02  2.237235542195715E+03  1.998104776500239E+21 -1.662219224344706E+20
  0.000000000000000E+00  1.586269981702941E+00 -1.175510730419140E+00  4.658321385755984E+00  1.716329060043628E+01  5.721096866812042E+00  5.721096866812042E+00  1.716329060043613E+01  1.492139745096210E-13  3.000000000000026E+00  2.458722907997442E+03 -1.972774104311093E+02  2.261445497566333E+03  2.015578426860672E+21 -1.617213925483530E+20
  0.000000000000000E+00  1.586389115652840E+00 -1.175084106631133E+00  4.658403938599682E+00  1.732463422029334E+01  5.774878073431017E+00  5.774878073431017E+00  1.732463422029305E+01  2.913225216616411E-13  3.000000000000050E+00  2.476456936332891E+03 -1.915221162227304E+02  2.284934820110160E+03  2.032547182774920E+21 -1.571914019809444E+20
  0.000000000000000E+00  1.586508249604018E+00 -1.174657482843482E+00  4.658486552924353E+00  1.748117713722231E+01  5.827059045740650E+00  5.827059045740650E+00  1.748117713722195E+01  3.588240815588506E-13  3.000000000000062E+00  2.493437055606606E+03 -1.857370441211239E+02  2.307700011485482E+03  2.049008096354458E+21 -1.526313673494921E+20
  0.000000000000000E+00  1.586625434722985E+00 -1.174237837916540E+00  4.658567875862336E+00  1.763044572271278E+01  5.876815240903817E+00  5.876815240903817E+00  1.763044572271146E+01  1.325162202192587E-12  3.000000000000226E+00  2.509416056017110E+03 -1.799912109705041E+02  2.329424845046606E+03  2.064714288132704E+21 -1.480943840053974E+20
  0.000000000000000E+00  1.586742619843491E+00 -1.173818192990028E+00  4.658649258416343E+00  1.777497767389581E+01  5.924992557964115E+00  5.924992557964115E+00  1.777497767389234E+01  3.463895836830488E-12  3.000000000000584E+00  2.524685750124014E+03 -1.741573331430728E+02  2.350528416980942E+03  2.079945676337045E+21 -1.434783683694223E+20
  0.000000000000000E+00  1.586859804963996E+00 -1.173398548063515E+00  4.658730700649527E+00  1.791470182676801E+01  5.971567275587470E+00  5.971567275587470E+00  1.791470182676241E+01  5.599076757789589E-12  3.000000000000938E+00  2.539236530091493E+03 -1.682353913201405E+02  2.371001138771353E+03  2.094694067982768E+21 -1.387825324844237E+20
  0.000000000000000E+00  1.586976990082964E+00 -1.172978903136573E+00  4.658812202625135E+00  1.804954701732602E+01  6.016515672439818E+00  6.016515672439818E+00  1.804954701731945E+01  6.568967592102126E-12  3.000000000001092E+00  2.553058879922774E+03 -1.622253661830378E+02  2.390833513739737E+03  2.108951186475729E+21 -1.340060666750176E+20
  0.000000000000000E+00  1.587092050159661E+00 -1.172566868071600E+00  4.658892284829619E+00  1.817712287718491E+01  6.059040959058718E+00  6.059040959058718E+00  1.817712287717616E+01  8.757439218243235E-12  3.000000000001445E+00  2.565927731578600E+03 -1.562077603939364E+02  2.409719971184664E+03  2.122476295416341E+21 -1.292114600562941E+20
  0.000000000000000E+00  1.587207110236202E+00 -1.172154833006583E+00  4.658972424754250E+00  1.829980930809169E+01  6.099936436026034E+00  6.099936436026034E+00  1.829980930807810E+01  1.358912982141192E-11  3.000000000002228E+00  2.578100370323948E+03 -1.500424567468159E+02  2.428057913577132E+03  2.135532192949065E+21 -1.242855012086791E+20
  0.000000000000000E+00  1.587322170312743E+00 -1.171742797941566E+00  4.659052622460560E+00  1.841748868621427E+01  6.139162895398619E+00  6.139162895398619E+00  1.841748868619586E+01  1.841016228354420E-11  3.000000000002999E+00  2.589559031204183E+03 -1.437294233109484E+02  2.445829607893234E+03  2.148103700142117E+21 -1.192271357065645E+20
  0.000000000000000E+00  1.587437230389440E+00 -1.171330762876592E+00  4.659132878010168E+00  1.853004338772058E+01  6.176681129233324E+00  6.176681129233324E+00  1.853004338769998E+01  2.060573933704291E-11  3.000000000003336E+00  2.600286098583761E+03 -1.372686281556736E+02  2.463017470428088E+03  2.160175562736913E+21 -1.140352733623455E+20
  0.000000000000000E+00  1.587550039967020E+00 -1.170926786946390E+00  4.659211620030817E+00  1.863530147558574E+01  6.211767158522893E+00  6.211767158522893E+00  1.863530147556868E+01  1.705657837192120E-11  3.000000000002746E+00  2.610090490694156E+03 -1.307624476362082E+02  2.479328043057948E+03  2.171523481364929E+21 -1.087907589929038E+20
  0.000000000000000E+00  1.587662849544756E+00 -1.170522811016231E+00  4.659290417771432E+00  1.873535885552331E+01  6.245119618504689E+00  6.245119618504689E+00  1.873535885551407E+01  9.240608278560103E-12  3.000000000001480E+00  2.619178907112756E+03 -1.240417805651272E+02  2.495137126547629E+03  2.182379562025747E+21 -1.033553859217003E+20
  0.000000000000000E+00  1.587775659122493E+00 -1.170118835086073E+00  4.659369271290061E+00  1.883004783374848E+01  6.276682611249016E+00  6.276682611249018E+00  1.883004783374706E+01  1.428190898877801E-12  3.000000000000227E+00  2.627523043275805E+03 -1.171065814195133E+02  2.510416461856291E+03  2.192719647033279E+21 -9.772774496977666E+19
  0.000000000000000E+00  1.587888468700072E+00 -1.169714859155870E+00  4.659448180644830E+00  1.891920071647642E+01  6.306400238826180E+00  6.306400238826180E+00  1.891920071647854E+01 -2.120970066243899E-12  2.999999999999663E+00  2.635094817516369E+03 -1.099568046764454E+02  2.525138012839924E+03  2.202519498612975E+21 -9.190637266453694E+19
  0.000000000000000E+00  1.587998953894042E+00 -1.169319206940807E+00  4.659525518291209E+00  1.900097784782141E+01  6.333659282607748E+00  6.333659282607748E+00  1.900097784782325E+01 -1.836752971939859E-12  2.999999999999710E+00  2.641748363713492E+03 -1.027002332703467E+02  2.539048130443146E+03  2.211581626205749E+21 -8.597713242773345E+19
  0.000000000000000E+00  1.588109439087497E+00 -1.168923554725600E+00  4.659602909607014E+00  1.907705178806048E+01  6.359017262687237E+00  6.359017262687237E+00  1.907705178806171E+01 -1.236344360222574E-12  2.999999999999805E+00  2.647624699199575E+03 -9.513613586422045E+01  2.552488563335355E+03  2.220093783101864E+21 -7.977382287011565E+19
  0.000000000000000E+00  1.588219924280953E+00 -1.168527902510394E+00  4.659680354647655E+00  1.914718687823587E+01  6.382395626078832E+00  6.382395626078832E+00  1.914718687823650E+01 -6.323830348264892E-13  2.999999999999901E+00  2.652682864835109E+03 -8.726444848502274E+01  2.565418416350086E+03  2.228020885428171E+21 -7.329448097900952E+19
  0.000000000000000E+00  1.588330409474922E+00 -1.168132250295330E+00  4.659757853468614E+00  1.921114745938981E+01  6.403715819796723E+00  6.403715819796723E+00  1.921114745939017E+01 -3.623767952376511E-13  2.999999999999944E+00  2.656882211446628E+03 -7.908510715978164E+01  2.577797104286847E+03  2.235327741455937E+21 -6.653706107431125E+19
  0.000000000000000E+00  1.588438545326380E+00 -1.167745010334427E+00  4.659833756456258E+00  1.926751849264515E+01  6.422506164215052E+00  6.422506164215052E+00  1.926751849264516E+01 -1.421085471520200E-14  2.999999999999997E+00  2.660132649191278E+03 -7.071056616262590E+01  2.589422083028652E+03  2.241853916611624E+21 -5.959205069931445E+19
  0.000000000000000E+00  1.588546680915570E+00 -1.167357770300287E+00  4.659909710835256E+00  1.931745841467175E+01  6.439152804890336E+00  6.439152804890336E+00  1.931745841467101E+01  7.389644451905042E-13  3.000000000000115E+00  2.662498310097240E+03 -6.199819850058845E+01  2.600500111596652E+03  2.247731604147857E+21 -5.234005581957175E+19
  0.000000000000000E+00  1.588654816504760E+00 -1.166970530266147E+00  4.659985716887564E+00  1.936071394390928E+01  6.453571314635925E+00  6.453571314635925E+00  1.936071394390778E+01  1.502797886132612E-12  3.000000000000233E+00  2.663925233676797E+03 -5.294793543014282E+01  2.610977298246654E+03  2.252914126962452E+21 -4.477871609009921E+19
  0.000000000000000E+00  1.588762952356217E+00 -1.166583290305244E+00  4.660061774895504E+00  1.939703179879739E+01  6.465677266265182E+00  6.465677266265182E+00  1.939703179879555E+01  1.843858399297460E-12  3.000000000000285E+00  2.664359855206849E+03 -4.355970820180084E+01  2.620800147005048E+03  2.257354637850910E+21 -3.690556631853079E+19
  0.000000000000000E+00  1.588868758381630E+00 -1.166204395240186E+00  4.660136244397429E+00  1.942559810526767E+01  6.475199368421966E+00  6.475199368421966E+00  1.942559810526590E+01  1.769251412042649E-12  3.000000000000273E+00  2.663784517825262E+03 -3.406018015796511E+01  2.629724337667297E+03  2.260945470315690E+21 -2.890932413300373E+19
